Ticker,Name
TPD1T.TL,AS Trigon Property Development
OEG1T.TL,Olympic Entertainment Group AS
EEG1T.TL,AS Ekspress Grupp
ARC1T.TL,Arco Vara AS
PKG1T.TL,AS Pro Kapital Grupp
TVEAT.TL,AS Tallinna Vesi
TAL1T.TL,AS Tallink Grupp
LINDA.TL,AS Linda Nektar
SFG1T.TL,AS Silvano Fashion Group
PRF1T.TL,AS PRFoods
TKM1T.TL,Tallinna Kaubamaja Grupp AS
BLT1T.TL,AS Baltika
SKN1T.TL,Skano Group AS
MRK1T.TL,AS Merko Ehitus
NCN1T.TL,Nordecon AS
HAE1T.TL,AS Harju Elekter
